College_ID,Prev_Sem_Result,CGPA,Academic_Performance,Internship_Experience,Extra_Curricular_Score,Communication_Skills,Projects_Completed,Placement
CLG0089,6.6,6.82,2,No,8,3,4,No
CLG0002,6.71,6.58,8,No,6,3,4,No
CLG0059,9.5,9.82,10,No,4,7,5,No
CLG0041,8.71,8.24,1,No,8,9,1,No
CLG0077,9.86,9.46,2,No,10,1,4,Yes
CLG0063,8,8.16,6,Yes,7,4,2,No
CLG0082,6.21,6,9,Yes,7,10,3,No
CLG0062,6.64,7.09,10,Yes,5,5,1,No
CLG0084,6.6,6.54,5,Yes,1,2,2,No
CLG0002,6.63,6.56,5,No,3,10,0,No
CLG0007,8.36,8.54,3,No,0,3,2,Yes
CLG0077,7.65,7.92,8,No,9,5,3,No
CLG0008,6.93,6.91,6,No,4,8,1,No
CLG0003,5.75,5.46,10,No,9,3,3,No
CLG0014,5.11,5.38,2,No,0,3,5,No
CLG0087,6.09,5.91,5,Yes,5,6,0,No
CLG0072,5.54,5.22,4,Yes,9,8,0,No
CLG0033,8.93,9.06,10,Yes,7,1,5,Yes
CLG0027,5.56,5.15,9,No,9,7,0,No
CLG0011,8.62,9.09,4,No,0,7,5,Yes
CLG0097,6.93,7.06,8,No,5,3,5,No
CLG0011,5.37,5.86,1,No,3,3,5,No
CLG0018,9.06,8.9,5,No,8,9,2,Yes
CLG0092,7.9,8.37,9,Yes,7,10,2,Yes
CLG0090,6.18,5.83,3,No,3,1,4,No
CLG0094,9.47,9.01,6,No,10,1,0,No
CLG0074,5.23,4.76,10,Yes,10,2,3,No
CLG0042,6.01,5.97,6,Yes,1,6,0,No
CLG0003,8.76,8.34,6,No,5,8,1,No
CLG0032,8.55,8.56,4,Yes,2,10,2,Yes
CLG0036,6.45,6.28,7,No,0,1,0,No
CLG0010,5.31,5.15,3,No,10,1,4,No
CLG0085,9.29,9.43,6,Yes,6,2,0,No
CLG0055,6.57,6.23,10,No,3,7,4,No
CLG0071,5.98,6.25,5,No,8,4,2,No
CLG0025,7.58,7.66,3,Yes,9,1,2,No
CLG0062,9.55,9.96,2,No,9,8,4,Yes
CLG0034,5.22,5.08,1,No,10,4,5,No
CLG0025,8.83,9.31,8,No,10,7,1,No
CLG0073,7.86,7.94,1,No,10,8,5,No
CLG0008,7.13,7.6,5,Yes,2,1,5,No
CLG0053,8.72,8.25,5,No,9,2,2,No
CLG0099,9.83,10.06,1,Yes,9,2,4,No
CLG0092,6.15,6.47,9,Yes,9,5,2,No
CLG0010,5.72,5.27,5,No,0,5,0,No
CLG0078,9.56,9.64,9,Yes,1,6,3,Yes
CLG0093,8.34,8.64,6,Yes,3,2,1,No
CLG0001,7.19,7.25,7,No,10,8,3,No
CLG0058,7.87,7.43,7,No,6,1,1,No
CLG0019,8.73,8.92,2,Yes,7,9,0,No
CLG0078,8.87,8.43,5,No,3,5,4,No
CLG0020,9.6,9.92,2,Yes,2,10,5,Yes
CLG0048,7.13,6.67,4,No,9,8,4,No
CLG0100,6.47,6.11,3,No,8,8,4,No
CLG0072,8.2,7.98,6,No,7,2,0,No
CLG0058,7.08,7.21,5,No,5,9,5,No
CLG0038,7.97,8.45,1,Yes,8,6,3,No
CLG0042,7.1,6.72,2,Yes,7,3,2,No
CLG0088,5.76,5.4,7,No,6,1,5,No
CLG0007,7.35,7.22,9,No,5,9,5,No
CLG0069,8.45,8.79,1,No,9,3,4,Yes
CLG0078,9,8.97,4,No,2,1,2,No
CLG0073,7.47,7.29,3,Yes,10,5,3,No
CLG0020,5.83,5.89,5,No,5,8,2,No
CLG0052,7.07,6.83,5,No,3,7,2,No
CLG0026,8.93,8.83,10,Yes,4,5,5,Yes
CLG0089,7.06,6.89,10,No,6,2,2,No
CLG0084,8.48,8.78,2,No,6,2,0,No
CLG0056,7.54,7.96,5,No,8,3,3,No
CLG0070,6.21,6.47,4,No,8,6,2,No
CLG0071,8.98,8.92,1,No,5,4,4,No
CLG0100,5.42,5.42,1,No,5,9,4,Yes
CLG0062,7.62,7.25,1,Yes,1,3,5,No
CLG0062,6.04,6.29,8,No,7,6,3,No
CLG0036,5.34,5.44,3,No,2,4,5,No
CLG0020,7.51,7.91,9,No,0,1,0,No
CLG0018,7.5,7.2,10,Yes,3,1,2,No
CLG0072,8.53,8.79,2,No,4,8,0,No
CLG0027,8.72,8.9,9,No,2,3,3,Yes
CLG0005,8.64,8.41,9,No,6,2,1,No
CLG0095,7.05,7.22,4,Yes,10,1,4,No
CLG0046,8.16,8.58,4,No,4,8,2,Yes
CLG0041,7.88,8.3,4,No,10,9,2,Yes
CLG0085,7.11,7.33,1,No,9,1,3,No
CLG0052,7.99,7.54,5,Yes,4,8,3,No
CLG0003,9.74,10.11,6,No,5,1,5,No
CLG0058,5.96,6.12,4,No,10,10,5,No
CLG0090,9.53,9.34,8,Yes,10,2,5,No
CLG0081,5.27,4.96,3,Yes,5,1,0,No
CLG0094,6.54,6.16,9,No,8,2,5,No
CLG0087,6.44,5.99,7,No,2,2,4,No
CLG0025,8.13,8.38,8,Yes,7,5,0,No
CLG0068,5.66,5.4,7,No,10,10,3,No
CLG0041,9.41,8.93,9,No,6,3,4,No
CLG0075,9.14,9.04,2,No,8,1,3,No
CLG0062,8.26,8.24,4,No,4,10,5,Yes
CLG0041,7.29,6.96,2,No,6,2,0,No
CLG0082,9.66,9.2,8,No,7,4,5,No
CLG0033,9.15,8.84,2,No,8,7,0,No
CLG0100,7.5,7.68,8,No,7,1,0,No
CLG0038,8.51,8.09,6,No,1,5,1,No
CLG0018,7.83,7.89,7,No,10,2,0,No
CLG0054,7.94,7.59,6,No,5,8,2,No
CLG0049,6.65,6.35,9,No,3,2,0,No
CLG0061,7.31,7.2,4,Yes,3,4,5,No
CLG0016,5.39,4.99,1,Yes,8,6,3,No
CLG0086,6.79,6.46,9,No,6,9,5,No
CLG0085,8.48,8.33,10,Yes,5,10,0,No
CLG0044,9.77,9.6,8,Yes,1,4,3,Yes
CLG0031,9.82,10.07,1,No,0,4,3,No
CLG0095,7.78,7.35,10,No,9,7,5,No
CLG0027,8.03,8.39,6,No,3,1,4,No
CLG0041,5.93,6.25,10,No,8,5,1,No
CLG0003,8.48,8.75,4,No,3,5,3,No
CLG0095,5.35,5.16,2,No,1,1,3,No
CLG0034,6.42,6.74,3,No,7,6,2,No
CLG0090,8.34,8.02,9,Yes,5,9,0,No
CLG0088,6.55,6.17,5,No,0,7,1,No
CLG0010,5.25,4.79,7,No,3,2,1,No
CLG0057,9.16,9.6,2,Yes,9,4,5,Yes
CLG0029,6.55,6.36,8,No,4,8,4,No
CLG0038,5.32,5.74,3,No,0,1,3,No
CLG0077,5.37,5.14,1,Yes,1,6,3,No
CLG0006,6.26,6.67,8,Yes,8,3,2,No
CLG0014,5.89,6.29,9,No,0,3,1,No
CLG0094,8.87,9.29,8,Yes,10,1,0,No
CLG0004,6.61,6.61,1,No,7,8,4,No
CLG0045,9.02,9.39,7,Yes,10,5,4,No
CLG0092,5.87,6.32,7,No,8,1,4,No
CLG0039,7.46,7.28,4,Yes,1,5,4,No
CLG0074,8.44,8.36,8,Yes,1,5,5,Yes
CLG0054,8.26,8.48,5,Yes,6,9,1,No
CLG0026,8.01,7.81,4,Yes,9,10,3,No
CLG0098,9.62,9.87,5,No,8,3,1,No
CLG0029,6.14,5.71,2,Yes,9,9,5,No
CLG0062,7.47,7.49,4,No,8,8,0,No
CLG0008,9.42,9.04,10,Yes,2,10,4,Yes
CLG0039,5.39,5.18,8,No,6,2,5,No
CLG0018,5.28,5.04,7,No,5,9,1,No
CLG0073,6.17,6.51,8,Yes,7,5,0,No
CLG0022,8.17,7.86,7,No,7,8,2,No
CLG0018,6.3,6.61,7,No,7,8,4,Yes
CLG0037,5.95,6.24,7,No,7,4,5,No
CLG0033,7.29,7.29,2,No,10,1,3,No
CLG0048,8.07,7.8,3,No,9,9,3,Yes
CLG0048,6.24,5.97,1,Yes,5,6,3,No
CLG0002,6.5,6.46,2,No,8,2,0,No
CLG0026,8.07,7.58,10,No,4,4,1,No
CLG0017,9.73,9.76,6,Yes,3,10,4,Yes
CLG0004,8.37,8.82,2,Yes,6,5,4,No
CLG0009,8.91,8.56,1,No,2,6,5,No
CLG0010,6.83,6.9,8,No,7,5,4,No
CLG0069,6.36,6.82,9,No,7,9,4,Yes
CLG0038,7.27,7.63,7,No,10,10,2,No
CLG0049,9.04,9.39,3,No,4,2,5,No
CLG0040,7.28,7.6,1,No,9,3,4,No
CLG0049,9.23,9.04,4,No,7,10,2,Yes
CLG0086,9.94,10.33,10,No,2,3,1,No
CLG0019,5.36,5.8,3,Yes,2,3,3,No
CLG0037,5.23,5.23,3,Yes,3,6,2,No
CLG0097,5.75,5.6,2,No,8,8,3,No
CLG0049,6.92,6.83,10,No,4,5,3,No
CLG0006,5.66,5.49,3,No,5,6,0,No
CLG0064,9.35,9.06,5,Yes,3,1,2,No
CLG0023,5.12,5.24,4,No,8,10,4,No
CLG0078,6.58,6.64,1,No,3,3,5,No
CLG0031,5.92,5.88,1,Yes,2,4,0,No
CLG0053,9.66,9.26,1,No,1,7,4,No
CLG0033,8.35,8.65,10,No,2,5,5,No
CLG0017,9.56,9.23,9,Yes,0,1,3,No
CLG0065,9.86,9.47,9,No,10,3,0,No
CLG0076,7.49,7.61,9,No,7,2,4,No
CLG0067,6.17,6.07,10,No,0,6,4,No
CLG0045,5.97,5.53,4,No,5,5,1,No
CLG0100,6.11,5.97,4,No,10,3,0,No
CLG0088,8.54,8.81,10,No,1,2,0,No
CLG0078,5.2,5.32,7,No,10,1,3,No
CLG0037,5.26,5.12,3,Yes,10,2,5,No
CLG0092,8.04,7.73,10,No,2,5,3,No
CLG0027,8.21,8.34,3,Yes,8,5,0,No
CLG0020,8.33,8.72,4,No,8,9,1,No
CLG0079,6.86,7.01,6,Yes,5,6,1,No
CLG0042,9.03,9.34,1,No,6,3,5,No
CLG0025,7.67,7.69,3,No,4,10,3,No
CLG0070,5.53,5.75,5,No,6,3,2,No
CLG0051,8.99,9.39,4,Yes,5,3,4,Yes
CLG0078,9.77,10.04,8,No,4,8,3,Yes
CLG0039,5.3,5.71,9,No,2,9,1,No
CLG0030,6.96,6.89,8,Yes,1,3,0,No
CLG0047,7.44,7.84,9,Yes,4,1,1,No
CLG0047,5.73,5.85,8,Yes,7,8,0,No
CLG0050,9.34,9.71,10,Yes,4,10,3,Yes
CLG0028,6.42,5.96,1,No,2,2,4,No
CLG0031,8.92,9.08,7,No,9,7,5,No
CLG0073,8.35,8.7,9,Yes,2,7,4,No
CLG0048,7.99,7.66,1,No,4,9,3,No
CLG0066,5.96,6.12,10,Yes,8,8,4,No
CLG0053,6.1,6.42,1,Yes,7,9,4,Yes
CLG0060,5.24,5.03,10,No,6,1,5,No
CLG0047,6.2,6.11,2,Yes,4,3,2,No
CLG0045,6.73,6.8,5,Yes,8,4,2,No
CLG0001,9.17,9.19,8,Yes,1,3,2,No
CLG0066,6.83,6.37,8,No,5,8,0,No
CLG0092,8.77,8.37,10,Yes,6,7,2,Yes
CLG0100,7.2,6.8,4,Yes,6,5,3,No
CLG0023,8.92,8.68,7,No,10,5,5,No
CLG0020,9.88,9.63,7,No,3,4,2,Yes
CLG0033,6.2,6.44,9,No,1,5,5,No
CLG0094,9.31,9.38,9,Yes,0,5,3,No
CLG0089,8.11,8.37,3,Yes,0,4,2,Yes
CLG0048,9.09,8.66,8,Yes,2,5,4,No
CLG0016,8.26,8.25,5,No,6,7,2,Yes
CLG0039,7.12,6.94,5,No,10,9,3,No
CLG0007,6.14,6.49,8,No,4,7,3,No
CLG0062,5.35,5.56,6,No,6,1,5,No
CLG0044,7.68,8.05,10,Yes,8,9,3,Yes
CLG0097,9.95,9.5,10,No,7,3,2,No
CLG0098,8.69,8.91,1,No,0,2,0,No
CLG0081,6.64,6.68,4,Yes,3,10,3,Yes
CLG0049,9.14,9.47,9,No,4,9,5,Yes
CLG0004,8.84,8.85,5,Yes,6,2,0,No
CLG0013,6.41,6.45,4,Yes,10,10,2,No
CLG0026,5.07,4.62,10,No,7,9,5,No
CLG0013,5.59,5.76,1,No,7,5,0,No
CLG0096,9.39,9.16,9,No,3,6,0,No
CLG0043,9.18,8.7,8,Yes,10,7,3,No
CLG0012,6.48,6.05,3,No,6,7,5,No
CLG0078,6.43,6.89,9,Yes,10,4,2,No
CLG0085,8.96,8.81,1,Yes,1,4,3,Yes
CLG0033,9.69,10.06,4,Yes,8,5,4,No
CLG0067,8.9,9.36,5,No,5,9,1,No
CLG0007,8.03,8.47,4,No,3,10,0,No
CLG0079,6.21,6.59,4,No,5,1,2,No
CLG0007,7.63,8.02,9,No,6,8,0,No
CLG0043,6.17,5.96,5,Yes,9,8,2,No
CLG0048,9.04,8.69,1,No,7,7,3,Yes
CLG0090,6.93,7.07,7,No,3,6,1,No
CLG0026,9.17,9.16,6,No,8,3,1,No
CLG0076,6.91,6.51,9,Yes,5,8,1,No
CLG0059,9.12,9.3,4,No,0,7,1,No
CLG0056,6.67,6.73,10,No,2,8,0,No
CLG0040,7.2,7.56,6,Yes,0,2,2,No
CLG0066,8.08,8.19,10,Yes,5,8,4,Yes
CLG0015,5.35,5.42,7,Yes,5,7,2,No
CLG0044,9.74,9.68,4,No,6,6,0,No
CLG0095,7.87,7.83,9,Yes,0,9,5,No
CLG0059,7.54,7.99,1,No,0,8,3,No
CLG0034,9.2,8.84,1,No,4,5,4,No
CLG0012,9.33,9.28,3,No,4,5,4,No
CLG0006,7.61,7.77,9,No,0,9,5,Yes
CLG0096,9.64,9.57,5,No,6,8,4,Yes
CLG0100,5.32,5.1,1,No,6,4,0,No
CLG0010,5.57,5.36,5,No,5,9,1,No
CLG0080,7.98,7.71,6,No,6,6,5,No
CLG0025,6.77,6.61,4,No,5,5,1,No
CLG0094,7.32,7.69,7,Yes,9,10,1,No
CLG0040,6.64,6.65,3,Yes,1,7,2,No
CLG0093,7.02,6.76,5,No,4,9,1,No
CLG0048,9.11,8.99,6,No,6,1,4,No
CLG0087,7.97,7.58,7,No,1,9,1,No
CLG0056,9.99,10.39,10,No,4,10,5,Yes
CLG0060,8.93,8.84,2,Yes,2,5,5,No
CLG0007,6.37,6.85,5,Yes,8,9,4,No
CLG0047,6.32,6.17,7,No,9,5,4,No
CLG0014,6.68,7.02,7,No,0,7,2,No
CLG0002,9.22,8.98,3,No,6,7,5,No
CLG0063,5.14,4.72,8,Yes,9,9,1,No
CLG0037,6.15,5.68,1,Yes,3,5,3,No
CLG0069,9.52,9.63,4,Yes,4,7,1,No
CLG0022,8.2,8.01,3,Yes,0,5,3,Yes
CLG0070,6.13,6.07,4,Yes,4,4,5,No
CLG0045,6.1,6.42,9,No,10,1,2,No
CLG0007,9.31,9.06,8,No,7,5,0,No
CLG0100,9.47,9.28,4,No,5,4,2,No
CLG0005,6.28,6.63,8,No,1,1,2,No
CLG0026,7.1,7.09,1,No,1,10,3,No
CLG0092,9.17,9.5,8,No,10,1,2,No
CLG0047,8.86,8.73,10,No,8,5,4,No
CLG0087,9.07,8.97,2,No,0,9,2,Yes
CLG0066,7.59,7.26,6,No,1,1,5,No
CLG0021,9.56,9.98,6,No,7,8,2,Yes
CLG0066,6.63,7.03,3,No,5,9,3,Yes
CLG0002,5.78,6.26,5,No,2,10,5,No
CLG0018,8.54,8.44,2,Yes,2,4,2,No
CLG0091,7.7,8.02,8,No,10,8,2,Yes
CLG0064,9.27,9.18,8,Yes,8,1,5,Yes
CLG0046,5.41,5.36,5,No,1,4,5,No
CLG0069,9.22,9.55,7,No,9,10,5,Yes
CLG0009,6.47,6.15,8,No,4,2,1,No
CLG0014,8.27,7.99,4,No,6,10,5,Yes
CLG0068,5.2,5.01,2,No,5,4,4,No
CLG0065,8.05,8.34,5,No,0,2,4,No
CLG0040,8.59,8.46,7,No,9,3,4,No
CLG0022,6.84,6.7,4,No,2,1,2,No
CLG0015,6.08,6.58,4,Yes,4,10,4,No
CLG0025,7.69,7.57,4,Yes,2,3,1,No
CLG0064,9.17,8.92,9,No,2,7,0,No
CLG0051,6.62,6.74,9,No,4,8,0,No
CLG0032,6.26,6.56,10,Yes,7,6,1,No
CLG0095,6.39,5.96,8,Yes,9,1,0,No
CLG0042,9.75,9.87,8,Yes,7,7,0,No
CLG0087,6.8,6.34,7,No,7,3,3,No
CLG0017,5.02,5.05,1,No,5,9,2,Yes
CLG0034,8.91,8.67,8,No,8,2,3,No
CLG0069,8.5,8.31,4,No,4,9,3,Yes
CLG0047,5.64,5.61,1,No,9,10,1,No
CLG0042,9.92,10.35,1,Yes,6,2,0,No
CLG0094,8.04,8.25,3,Yes,0,2,1,No
CLG0050,7.5,7.94,3,No,3,4,4,No
CLG0053,6.91,7.07,10,No,0,2,3,No
CLG0094,9.49,9,1,No,9,7,0,No
CLG0014,6.22,5.99,8,Yes,1,3,2,No
CLG0089,6.43,6.84,4,Yes,5,4,3,No
CLG0067,5.61,5.75,4,Yes,0,1,0,No
CLG0020,8.8,9.28,6,No,8,10,4,Yes
CLG0061,7.98,7.64,9,No,5,4,1,No
CLG0023,8.05,7.85,9,Yes,7,4,0,No
CLG0023,6.09,5.95,8,No,9,4,0,No
CLG0021,8.26,8.09,1,No,9,9,3,Yes
CLG0044,8.83,8.58,10,Yes,7,3,0,No
CLG0005,6.79,6.73,10,No,1,7,4,No
CLG0052,9.01,9.15,2,Yes,1,4,2,No
CLG0073,6.74,6.55,3,No,2,1,4,No
CLG0039,8.79,8.37,5,Yes,10,10,0,No
CLG0022,5.17,5.38,5,No,7,3,2,No
CLG0083,7.76,7.72,10,No,10,9,4,Yes
CLG0069,9.85,9.91,8,No,7,10,2,Yes
CLG0068,9.91,9.87,2,No,4,6,5,No
CLG0021,6.41,6.8,2,No,1,8,3,No
CLG0082,7.21,7.27,8,No,10,9,0,No
CLG0005,5.31,5.73,1,Yes,3,8,2,No
CLG0061,9.37,9.38,9,No,3,5,1,No
CLG0077,7.84,7.63,2,No,6,6,3,No
CLG0090,6.93,6.79,5,Yes,3,10,0,No
CLG0080,5.56,5.58,3,No,9,2,3,No
CLG0011,9.73,9.76,5,Yes,5,9,1,No
CLG0067,7.65,7.84,8,No,10,6,0,No
CLG0068,6.41,6.13,8,Yes,1,8,3,No
CLG0009,6.75,6.91,6,No,1,7,3,No
CLG0094,6.35,6.63,9,Yes,10,10,2,Yes
CLG0051,8.01,8.19,7,Yes,4,2,2,Yes
CLG0060,9.65,9.63,2,No,0,2,3,No
CLG0045,9.28,9.77,1,No,1,5,2,No
CLG0060,7.3,7.2,8,Yes,2,3,0,No
CLG0058,9.13,8.74,1,No,8,1,2,No
CLG0076,7.12,7.44,8,Yes,8,10,0,No
CLG0054,6.26,5.97,9,No,6,3,0,No
CLG0049,9.92,10.13,1,Yes,4,7,0,No
CLG0013,6.52,6.2,7,Yes,1,10,0,No
CLG0021,6.62,6.14,5,No,1,9,3,No
CLG0021,9.95,9.61,8,Yes,7,4,4,Yes
CLG0027,5.67,5.55,4,Yes,2,8,4,Yes
CLG0069,8.8,8.41,2,No,6,6,0,No
CLG0081,9.68,9.38,7,No,5,4,4,No
CLG0055,7.56,7.82,7,Yes,5,3,0,No
CLG0085,5.01,5.28,8,Yes,2,5,4,No
CLG0065,6.88,7.2,9,No,5,3,5,No
CLG0016,5.56,5.9,6,No,3,8,1,No
CLG0022,7.08,7,3,No,0,6,2,No
CLG0087,8.95,9.32,5,No,7,6,4,No
CLG0020,7.19,7.22,3,No,8,7,0,No
CLG0049,7.16,7.13,10,Yes,2,7,2,No
CLG0072,7.78,8,9,No,10,8,2,No
CLG0046,7.91,7.62,5,Yes,0,5,3,No
CLG0049,9.28,9.57,7,No,0,5,3,No
CLG0094,6.54,6.47,10,Yes,0,6,4,No
CLG0066,9.11,8.74,7,Yes,8,4,3,No
CLG0062,7.83,7.45,7,Yes,9,2,0,No
CLG0063,6.5,6.16,10,No,4,2,3,No
CLG0032,6.48,6.87,4,No,2,2,1,No
CLG0083,6.81,7.3,4,No,9,2,4,No
CLG0013,8.11,7.97,3,No,8,5,2,No
CLG0042,6.15,5.94,4,Yes,9,2,5,No
CLG0088,9.6,9.32,9,No,8,7,2,No
CLG0010,7.87,8.19,5,Yes,5,4,1,No
CLG0047,9.6,9.31,6,Yes,4,10,0,No
CLG0069,5.23,5.65,4,No,0,5,2,No
CLG0091,6.71,6.88,1,No,5,2,1,No
CLG0060,5.11,5.51,7,No,4,1,3,No
CLG0061,6.36,6.41,7,No,8,9,4,Yes
CLG0058,9.31,9.5,6,Yes,6,6,1,No
CLG0025,5.18,5.3,4,No,2,5,1,No
CLG0071,7.18,7.51,10,No,4,5,3,No
CLG0062,5.59,5.93,8,No,5,2,0,No
CLG0061,7.08,7.17,8,Yes,10,8,5,No
CLG0045,9.19,9.32,1,No,1,4,5,Yes
CLG0027,8.12,8.54,9,Yes,6,4,3,No
CLG0052,8.68,9.11,8,No,8,8,3,Yes
CLG0059,6.75,6.91,2,Yes,9,4,2,No
CLG0085,9.72,9.23,9,No,8,1,5,No
CLG0043,8.55,8.15,4,No,4,4,1,No
CLG0028,7.11,7.47,10,No,7,10,1,No
CLG0021,7.13,6.71,6,No,8,1,3,No
CLG0034,9.59,9.3,2,Yes,5,6,3,No
CLG0085,7.88,7.61,10,Yes,3,2,1,No
CLG0047,8.53,8.63,4,Yes,3,9,1,No
CLG0027,7.09,7.17,2,Yes,2,10,1,No
CLG0015,6.12,5.91,9,No,8,4,0,No
CLG0005,8.62,8.33,9,No,9,8,3,Yes
CLG0064,8.04,8.3,5,Yes,10,2,3,No
CLG0017,7.51,7.95,3,No,10,5,2,No
CLG0008,8.12,7.67,3,No,5,8,2,Yes
CLG0057,6.04,5.67,1,No,7,1,4,No
CLG0057,8.97,9.11,8,No,1,6,1,No
CLG0048,9.74,10.04,3,No,3,2,1,No
CLG0088,9.46,9.75,4,No,1,5,4,No
CLG0018,6.61,6.83,2,No,10,1,3,No
CLG0042,7.03,7.42,8,No,10,4,1,No
CLG0069,9.04,8.76,3,No,2,3,2,No
CLG0054,7.98,7.59,2,No,1,10,0,No
CLG0016,7.74,7.86,1,Yes,8,5,5,No
CLG0085,9.63,9.95,10,No,8,8,3,Yes
CLG0076,7.68,7.76,2,Yes,5,9,0,No
CLG0017,7.57,8.03,2,No,6,5,0,No
CLG0044,5.21,5.51,4,No,4,9,4,No
CLG0033,5.35,5.55,1,No,9,10,0,No
CLG0011,5.04,4.6,1,No,0,4,1,No
CLG0040,9.57,9.18,6,No,3,5,4,No
CLG0037,7.04,7.32,5,Yes,3,9,2,No
CLG0075,7.34,7.04,1,Yes,7,9,0,No
CLG0028,9.23,8.76,6,No,4,2,1,No
CLG0030,8.05,8.46,8,No,2,5,1,No
CLG0046,8.05,8.44,5,No,0,8,2,Yes
CLG0078,6.48,6.2,3,No,0,1,4,No
CLG0043,9.17,9.45,3,No,4,4,4,Yes
CLG0085,5.83,5.38,2,Yes,7,8,4,Yes
CLG0096,5.27,5.06,9,Yes,8,10,2,No
CLG0091,5.96,6.08,9,No,9,2,2,No
CLG0098,6.34,6.6,7,Yes,9,1,2,No
CLG0008,6.41,5.92,1,Yes,1,6,4,No
CLG0043,8.35,8.18,1,Yes,4,6,0,No
CLG0033,6.09,5.8,4,Yes,3,1,2,No
CLG0055,8.38,8.88,2,No,2,3,2,No
CLG0058,5.46,5.63,3,Yes,10,10,4,No
CLG0021,5.74,5.65,2,Yes,7,8,2,No
CLG0047,7.54,7.12,1,Yes,1,9,0,No
CLG0051,9.61,9.71,3,No,1,8,4,Yes
CLG0029,9.3,9.44,7,No,4,1,2,No
CLG0016,9.84,10.16,10,No,9,4,2,Yes
CLG0068,8.25,8.04,9,Yes,9,9,3,Yes
CLG0089,8.38,8.86,10,Yes,9,1,3,No
CLG0069,8.13,8.07,9,No,0,4,1,No
CLG0019,8.11,7.91,8,Yes,6,10,1,No
CLG0039,5.74,5.59,6,No,8,7,2,No
CLG0070,7.72,7.74,1,No,1,7,3,No
CLG0030,6.93,7.37,8,Yes,9,7,1,No
CLG0028,7.21,7.45,8,Yes,0,10,4,No
CLG0063,7.62,7.7,9,Yes,8,4,3,No
CLG0013,5.64,5.3,10,Yes,1,8,0,No
CLG0067,6.8,6.45,6,Yes,8,3,0,No
CLG0064,5.32,5.32,3,Yes,7,9,0,No
CLG0058,9.9,10.13,6,No,6,6,0,No
CLG0099,5.59,5.84,8,Yes,10,7,3,No
CLG0068,6.29,6.02,7,Yes,0,9,4,No
CLG0010,9.46,9.06,8,No,3,4,0,No
CLG0051,7.41,7.29,3,No,10,5,4,No
CLG0070,5.68,6.1,8,No,10,1,1,No
CLG0001,6.92,6.97,5,No,6,10,1,No
CLG0001,5.58,5.4,7,No,5,8,2,No
CLG0007,6,5.82,4,No,0,2,3,No
CLG0080,5.26,4.89,3,No,6,5,0,No
CLG0088,7.19,7.16,6,Yes,1,5,4,No
CLG0004,9.03,9.32,9,No,7,10,4,Yes
CLG0016,7.93,8.4,4,Yes,1,4,5,Yes
CLG0071,8.03,8.03,9,No,3,4,3,No
CLG0025,6,5.67,3,Yes,5,2,1,No
CLG0015,6.72,6.9,6,No,7,3,3,No
CLG0009,9.23,9.49,5,No,10,10,4,Yes
CLG0011,5.44,5.01,9,Yes,2,2,3,No
CLG0071,9.29,9.64,6,No,5,1,5,No
CLG0053,7.42,7.75,2,No,5,4,1,No
CLG0039,9.19,9.16,4,Yes,0,9,1,No
CLG0087,6.59,6.65,5,Yes,5,6,5,No
CLG0003,6.69,6.9,9,Yes,0,8,0,No
CLG0071,8.76,8.94,1,Yes,8,2,0,No
CLG0003,8.92,8.44,9,Yes,3,2,5,No
CLG0012,6.15,5.77,10,No,4,2,0,No
CLG0003,9.86,9.52,1,No,0,8,1,No
CLG0071,5.42,5.68,1,No,0,1,4,No
CLG0023,5.34,5.28,4,No,8,5,0,No
CLG0038,7.98,8.03,6,No,5,4,3,Yes
CLG0079,8.61,8.88,2,No,9,1,4,No
CLG0087,9.8,9.64,1,No,9,10,5,Yes
CLG0042,7.02,7.27,4,Yes,5,7,2,No
CLG0005,5.13,5.07,8,No,4,1,0,No
CLG0041,8.01,7.89,6,No,5,6,2,No
CLG0053,6.45,6.28,5,Yes,7,1,0,No
CLG0062,7.16,7.62,1,No,6,9,4,No
CLG0093,7.44,7.71,3,No,6,3,2,No
CLG0083,5.32,4.84,7,Yes,8,2,1,No
CLG0024,7.43,7.89,10,Yes,8,7,0,No
CLG0087,7.13,7.41,3,No,8,1,5,No
CLG0028,8.56,8.21,5,No,0,7,5,No
CLG0081,8.23,7.81,6,Yes,10,9,3,No
CLG0009,5.93,5.74,9,No,10,4,2,No
CLG0061,6.03,6.15,3,No,5,10,5,No
CLG0053,6.26,6.38,6,No,4,2,3,No
CLG0017,5.89,5.67,2,No,7,4,2,No
CLG0065,8.29,8.24,9,Yes,10,9,4,Yes
CLG0009,9.97,9.68,9,Yes,9,8,3,Yes
CLG0070,8.26,7.81,7,Yes,7,5,0,No
CLG0015,8.03,8.05,9,No,7,8,1,No
CLG0006,7.05,6.9,4,Yes,4,7,4,No
CLG0018,6.56,6.6,10,No,9,4,2,No
CLG0088,9.56,10.01,1,No,10,3,0,No
CLG0094,9.85,9.49,1,Yes,9,1,2,Yes
CLG0083,7.48,6.98,2,No,0,3,3,No
CLG0058,6.45,6.03,10,No,3,8,3,No
CLG0092,8.85,8.81,3,Yes,6,9,1,No
CLG0023,5.66,5.87,2,No,1,9,3,No
CLG0088,8.83,8.91,4,Yes,6,5,4,No
CLG0027,9.09,9.08,8,No,4,4,2,No
CLG0077,5.62,5.47,3,No,5,6,2,No
CLG0075,9.88,9.69,4,No,5,7,4,No
CLG0015,9.93,9.81,2,Yes,4,6,3,No
